"""Id"",""Date"",""Name of document"",""Result of vote"",""Parliament or council"",""Policy area""";;;;
"558,19/04/12,""EU-USA agreement on the use and transfer of PNR to the US Department of Homeland Security - Draft legislative resolution : vote: legislative resolution - consent"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"559,18/04/12,""Coordination of social security systems - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Employment & social affairs""";;;;
"560,18/04/12,""Negotiations of the EU-Armenia Association Agreement - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"561,18/04/12,""Negotiations of the EU-Azerbaijan Association Agreement - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"562,18/04/12,""Human rights in the world and the European Union's policy on the matter - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"563,18/04/12,""The role of Cohesion Policy in the outermost regions of the European Union in the context of EU 2020 - Motion for a resolution : single vote"",""+"",""EP"",""Regional development""";;;;
"564,18/04/12,""Draft Protocol on the concerns of the Irish people on the Treaty of Lisbon (consent) - Draft legislative resolution : single vote - consent"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"565,18/04/12,""Accession of the European Union to the Treaty of Amity and Cooperation in Southeast Asia - Draft legislative resolution : single vote - consent"",""+"",""EP"",""Foreign & security policy""";;;;
"566,18/04/12,""Draft Protocol on the concerns of the Irish people on the Treaty of Lisbon (consultation) - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"567,29/03/12,""Enlargement report for Serbia - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"568,29/03/12,""Mobilisation of the European Globalisation Adjustment Fund: Application EGF/2011/006 ES/Comunidad Valenciana - Construction of buildings, Spain - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"569,29/03/12,""Estimates of revenue and expenditure for 2013 - Section I - Parliament - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"570,29/03/12,""EU citizenship report 2010 - Motion for a resolution : Am 1,amendment 1/1"",""+"",""EP"",""Petitions""";;;;
"571,29/03/12,""Rights of people travelling by air - Motion for a resolution : single vote"",""+"",""EP"",""Transport & tourism""";;;;
"572,29/03/12,""Enlargement report for Kosovo - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"573,29/03/12,""Minimum health and safety requirements regarding the exposure of workers to the risks arising from physical agents (electromagnetic fields) - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Employment & social affairs""";;;;
"574,29/03/12,""Administrative cooperation in the field of excise duties - Draft legislative resolution : vote: legislative resolution - consultation"",""+"",""EP"",""Economic & monetary affairs""";;;;
"575,29/03/12,""Derivatives, central counterparties and trade repositories - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"576,29/03/12,""Enlargement report for Montenegro - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"577,29/03/12,""European Investment Bank - annual report 2010 - Motion for a resolution : Am 1,amendment 1"",""-"",""EP"",""Budgetary control""";;;;
"578,29/03/12,""Enlargement report for Turkey - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"579,15/03/12,""Human rights violations in Bahrain - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"580,15/03/12,""Motions for resolutions - 6th World Water Forum - Motion for a resolution : Paragraph 1,amendment 2"",""-"",""EP"",""Foreign & security policy""";;;;
"581,15/03/12,""Kazakhstan - Joint motion for a resolution : Paragraph 1,amendment 7"",""-"",""EP"",""Foreign & security policy""";;;;
"582,15/03/12,""Discriminatory Internet sites and government reactions - Joint motion for a resolution : Recital M"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"583,15/03/12,""Competitive low carbon economy in 2050 - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Environment & public health""";;;;
"584,14/03/12,""Addressing the EU diabetes epidemic - Joint motion for a resolution : Paragraph 4/1"",""+"",""EP"",""Environment & public health""";;;;
"585,14/03/12,""Enlargement report for Iceland - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"586,14/03/12,""Enlargement report for Bosnia and Herzegovina  - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"587,14/03/12,""Enlargement report for the former Yugoslav Republic of Macedonia - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"588,14/03/12,""General guidelines for the 2013 budget: Section III - Commission - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Budget""";;;;
"589,14/03/12,""Child labour in cocoa sector  - Motion for a resolution : Paragraph 9,amendment 5"",""+"",""EP"",""International trade""";;;;
"590,14/03/12,""Autonomous tariff quota for imports of high-quality beef - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""International trade""";;;;
"591,14/03/12,""Common commercial policy - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""International trade""";;;;
"592,14/03/12,""European Fisheries Fund - Draft legislative resolution : single vote - ordinary legislative procedure, first reading"",""+"",""EP"",""Fisheries""";;;;
"593,13/03/12,""Bologna process - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Culture & education""";;;;
"594,13/03/12,""Equality between women and men in the European Union - 2011 - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Gender equality""";;;;
"595,13/03/12,""Women in political decision-making - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Gender equality""";;;;
"596,13/03/12,""Statute for a European cooperative society with regard to the involvement of employees - Motion for a resolution : After paragraph 3,amendment 1"",""+"",""EP"",""Employment & social affairs""";;;;
"597,13/03/12,""EU, Iceland and Norway agreement on the application of certain provisions of the Convention on Mutual Assistance in Criminal Matters - Draft legislative resolution : single vote - consent"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"598,13/03/12,""Succession and the European Certificate of Succession - Draft legislative resolution : vote: legislative resolution - ordinary legislative procedure, first reading"",""+"",""EP"",""Legal affairs""";;;;
"599,16/02/12,""Deposit guarantee schemes - Draft legislative resolution : vote: amended proposal   - ordinary legislative procedure, first reading"",""+"",""EP"",""Economic & monetary affairs""";;;;
"600,16/02/12,""Guidelines for the 2013 budget - sections other than the Commission - Motion for a resolution : Am 2,amendment 2"",""+"",""EP"",""Budget""";;;;
"601,16/02/12,""Regional Convention on pan-Euro-Mediterranean preferential rules of origin - Draft legislative resolution : vote: resolution (text as a whole)   - consent"",""+"",""EP"",""International trade""";;;;
"602,16/02/12,""Recent political developments in Hungary - Motion for a resolution : Paragraph 3"",""+"",""EP"",""Civil liberties, justice & home affairs""";;;;
"603,16/02/12,""Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - Greens/ALE, GUE/NGL - Joint motion for a resolution : vote: resolution (text as a whole)"",""-"",""EP"",""International trade""";;;;
"604,16/02/12,""Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - S&D, PPE, ALDE, ECR  - Joint motion for a resolution : Am 4,amendment 4"",""-"",""EP"",""International trade""";;;;
"605,16/02/12,""Agreement between the EU and Morocco concerning reciprocal liberalisation measures on agricultural products and fishery products - report Bové  - Draft legislative resolution : vote: resolution (text as a whole)   - consent"",""+"",""EP"",""International trade""";;;;
"606,16/02/12,""19th session of the UN Human Rights Council - Motion for a resolution : Am  4,amendment 4"",""-"",""EP"",""Foreign & security policy""";;;;
"607,16/02/12,""Death penalty in Japan - Joint motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Foreign & security policy""";;;;
"608,15/02/12,""Motions for resolutions - Feasibility of introducing stability bonds - Motion for a resolution : vote: resolution (text as a whole)"",""+"",""EP"",""Economic & monetary affairs""";;;;
"609,15/02/12,""Employment and social aspects in the Annual Growth Survey 2012 - Motion for a resolution : Paragraph 7/2"",""+"",""EP"",""Employment & social affairs""";;;;
"610,15/02/12,""Guidelines for the employment policies of the Member States - Draft legislative resolution : single vote - consultation"",""+"",""EP"",""Employment & social affairs""";;;;
"611,15/02/12,""Amendment of Rule 48(2) on own-initiative reports - Proposal for a decision : Am 6rev,amendment 6rev"",""+"",""EP"",""Constitutional and inter-institutional affairs""";;;;
"612,15/02/12,""Contractual relations in the milk and milk products sector - Draft legislative resolution : vote: legislative resolution (text as a whole)   - ordinary legislative procedure, first reading"",""+"",""EP"",""Agriculture""";;;;
